,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,id_mix
3108,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6,D,M_461886
3109,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4,D,M_465680
3110,Yes,32,Yes,Healthcare,1.0,Low,2.0,Cat_6,D,M_459316
3111,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D,F_465609
3112,No,29,No,Homemaker,2.0,Low,4.0,Cat_3,D,F_467009
3113,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_4,A,F_461766
3114,Yes,46,No,Artist,0.0,Low,3.0,Cat_4,A,M_464938
3115,Yes,38,Yes,Artist,9.0,High,2.0,Cat_2,B,F_462034
3116,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,C,F_464049
3117,No,28,Yes,Artist,3.0,Low,7.0,Cat_2,A,F_467925
3118,Yes,68,Yes,Lawyer,3.0,Low,1.0,Cat_6,A,F_463711
3119,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6,C,F_463846
3120,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_7,C,M_462064
3121,No,28,No,Entertainment,1.0,Low,2.0,Cat_7,A,M_463249
3122,No,32,No,Healthcare,12.0,Low,3.0,Cat_6,A,F_464217
3123,No,30,Yes,Doctor,1.0,Low,1.0,Cat_3,B,M_463378
3124,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6,D,F_463035
3125,No,22,No,,,Low,6.0,Cat_1,D,M_459656
3126,No,41,Yes,Artist,,Low,3.0,Cat_6,C,M_463114
3127,No,18,No,Healthcare,6.0,Low,4.0,Cat_7,D,F_465309
3128,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,D,F_462688
3129,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6,A,F_459255
3130,No,47,No,Artist,1.0,Low,,Cat_4,A,M_467385
3131,Yes,57,Yes,Doctor,1.0,Low,2.0,Cat_7,A,F_467492
3132,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6,D,M_460789
3133,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6,C,M_467307
3134,No,18,No,Healthcare,1.0,Low,2.0,Cat_6,D,M_464026
3135,,52,Yes,Artist,1.0,Average,5.0,Cat_4,C,M_464645
3136,Yes,52,Yes,Artist,1.0,Average,6.0,Cat_6,C,M_462493
3137,No,51,,Artist,6.0,Low,4.0,Cat_4,B,M_460685
3138,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_1,B,F_460452
3139,No,36,Yes,Marketing,0.0,Low,1.0,Cat_6,A,M_459322
3140,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4,A,F_464066
3141,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3,C,M_461114
3142,No,61,Yes,Artist,0.0,Low,1.0,Cat_6,B,M_465165
3143,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,A,M_464526
3144,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6,A,F_460666
3145,Yes,40,Yes,Entertainment,,Average,2.0,Cat_4,B,M_465417
3146,No,31,No,Healthcare,1.0,Low,5.0,Cat_4,C,F_464096
3147,Yes,42,No,Entertainment,1.0,Low,3.0,Cat_4,A,M_464891
3148,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6,C,M_460107
3149,No,42,Yes,Healthcare,8.0,Low,1.0,Cat_7,D,F_467708
3150,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,C,M_461873
3151,No,33,Yes,Healthcare,8.0,Low,1.0,Cat_4,A,F_465181
3152,No,27,Yes,Healthcare,,Low,3.0,Cat_6,D,M_467204
3153,No,21,No,Healthcare,0.0,Low,4.0,Cat_2,D,F_467320
3154,Yes,35,No,Artist,9.0,Average,3.0,Cat_6,B,M_459468
3155,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,A,F_467316
3156,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,C,F_466182
3157,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,B,M_463757
3158,No,28,No,Doctor,14.0,Low,1.0,Cat_6,A,F_462314
3159,Yes,45,Yes,Engineer,3.0,Average,,Cat_3,B,F_466392
3160,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,B,F_466652
3161,Yes,62,Yes,Artist,0.0,Average,4.0,Cat_6,C,M_461664
3162,Yes,65,Yes,Entertainment,1.0,Average,2.0,Cat_6,C,M_464105
3163,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_3,A,M_466790
3164,Yes,26,Yes,Engineer,9.0,Low,2.0,Cat_6,B,F_463844
3165,No,25,Yes,Artist,4.0,Low,5.0,Cat_6,C,F_462913
3166,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_7,C,F_465541
3167,Yes,43,No,Executive,0.0,High,4.0,Cat_6,B,M_459149
3168,Yes,49,Yes,Executive,1.0,High,3.0,Cat_6,C,M_464508
3169,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,C,M_458999
3170,No,37,Yes,Artist,3.0,Low,1.0,Cat_6,B,F_459947
3171,Yes,65,Yes,Entertainment,1.0,High,2.0,Cat_6,C,M_465500
3172,No,32,No,,10.0,Low,5.0,Cat_6,C,F_466009
3173,No,39,No,Engineer,0.0,Low,3.0,Cat_4,A,F_466338
3174,Yes,40,Yes,Artist,2.0,Average,2.0,Cat_6,C,F_465122
3175,Yes,72,Yes,Entertainment,1.0,Average,3.0,Cat_6,C,M_465230
3176,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,B,F_466369
3177,No,26,No,Marketing,0.0,Low,5.0,Cat_6,D,M_463939
3178,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4,D,M_460825
3179,Yes,51,Yes,Homemaker,1.0,Low,,Cat_4,A,M_461125
3180,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7,A,M_463471
3181,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,D,F_467415
3182,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A,M_465879
3183,No,30,No,Engineer,0.0,Low,4.0,Cat_4,A,F_463961
3184,Yes,43,No,Artist,0.0,Average,3.0,Cat_4,A,F_462634
3185,No,27,Yes,Healthcare,8.0,Low,1.0,Cat_3,C,M_463622
3186,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,C,F_466624
3187,Yes,43,No,Artist,1.0,Low,2.0,Cat_6,B,M_467785
3188,Yes,69,Yes,Lawyer,,Low,1.0,,A,M_461928
3189,Yes,28,No,Entertainment,8.0,Average,4.0,Cat_7,D,M_460578
3190,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6,D,M_460198
3191,No,27,No,Healthcare,,Low,5.0,Cat_7,D,F_467468
3192,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D,F_463581
3193,No,33,No,Artist,,Low,4.0,Cat_6,D,M_463968
3194,No,30,No,Engineer,0.0,Low,1.0,,B,F_465414
3195,No,58,No,Healthcare,4.0,Low,2.0,Cat_6,D,M_464574
3196,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6,A,F_462312
3197,No,31,Yes,Artist,1.0,Low,4.0,Cat_6,D,F_467971
3198,Yes,32,No,Executive,4.0,Average,5.0,Cat_4,D,M_464746
3199,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,C,M_459298
3200,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6,A,M_466414
3201,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C,F_460773
3202,Yes,59,Yes,Artist,,Average,2.0,Cat_6,C,F_461594
3203,No,40,Yes,Engineer,,Low,1.0,Cat_3,B,F_462713
3204,Yes,46,Yes,Artist,11.0,Average,5.0,Cat_6,C,M_465163
3205,No,20,No,Healthcare,1.0,Low,6.0,Cat_4,D,M_462222
3206,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,C,F_459342
3207,No,41,Yes,Marketing,,Low,1.0,Cat_6,D,F_463006
3208,Yes,51,No,Artist,,Average,3.0,Cat_6,C,M_463029
3209,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,A,M_460767
3210,No,33,No,Doctor,0.0,Low,1.0,Cat_6,A,F_464319
3211,No,25,No,Marketing,3.0,Low,3.0,Cat_5,D,M_462828
3212,Yes,55,Yes,Artist,,Average,3.0,Cat_4,A,M_459873
3213,Yes,56,Yes,Executive,,High,4.0,Cat_1,A,F_461608
3214,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6,C,M_465155
3215,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6,A,M_461704
3216,No,23,No,Healthcare,6.0,Low,5.0,Cat_4,D,M_464826
3217,No,43,Yes,Artist,2.0,Low,4.0,Cat_6,B,F_462677
3218,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_6,A,M_465006
3219,Yes,29,No,Executive,1.0,High,2.0,Cat_6,D,M_463483
3220,Yes,37,Yes,Doctor,,Low,2.0,Cat_6,D,M_459816
3221,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,D,F_459002
3222,Yes,48,No,Executive,2.0,High,2.0,Cat_2,D,M_465990
3223,Yes,27,No,Entertainment,0.0,Average,4.0,Cat_6,A,M_466044
3224,Yes,60,No,Entertainment,9.0,Low,4.0,Cat_3,B,F_461163
3225,Yes,45,Yes,Entertainment,4.0,Average,3.0,Cat_2,B,M_467106
3226,No,31,Yes,Healthcare,,Low,1.0,Cat_6,D,M_467373
3227,No,33,No,Doctor,1.0,Low,4.0,Cat_4,C,M_461256
3228,,18,No,,6.0,High,4.0,Cat_3,D,M_466522
3229,Yes,48,Yes,Artist,,Average,3.0,Cat_6,B,F_459010
3230,Yes,83,No,Lawyer,,Low,2.0,Cat_6,A,F_466537
3231,Yes,57,Yes,Executive,,Low,4.0,Cat_2,A,M_459046
3232,No,26,Yes,Healthcare,,Low,3.0,Cat_1,D,M_459335
3233,Yes,51,Yes,Artist,8.0,Low,5.0,Cat_6,A,M_462695
3234,Yes,67,No,Executive,2.0,High,1.0,Cat_6,C,M_466208
3235,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,C,M_462128
3236,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6,C,F_467329
3237,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,B,F_461609
3238,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,C,M_464470
3239,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6,C,F_462705
3240,No,21,No,Healthcare,9.0,Low,5.0,Cat_6,D,M_465255
3241,Yes,48,No,Engineer,1.0,High,,Cat_6,B,F_462536
3242,No,18,No,Healthcare,,Low,3.0,Cat_3,D,F_461186
3243,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4,C,M_466018
3244,Yes,85,No,Lawyer,,Low,1.0,Cat_6,D,M_461385
3245,No,21,No,Marketing,1.0,Low,5.0,Cat_4,D,F_459115
3246,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4,A,F_461263
3247,No,37,Yes,Entertainment,6.0,Low,,Cat_6,A,F_460027
3248,No,28,No,Healthcare,1.0,Low,5.0,Cat_4,D,M_460366
3249,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,A,M_464106
3250,No,56,Yes,Artist,0.0,Low,2.0,Cat_6,C,F_465696
3251,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,C,M_461627
3252,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D,M_467963
3253,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,D,M_462437
3254,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,B,M_467543
3255,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6,C,M_465206
3256,Yes,75,No,Lawyer,1.0,High,2.0,Cat_6,B,M_463040
3257,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_2,C,M_461668
3258,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,D,M_461955
3259,No,30,Yes,Artist,0.0,Low,3.0,Cat_6,A,F_467139
3260,Yes,41,Yes,Artist,0.0,Low,4.0,Cat_6,A,F_459366
3261,Yes,41,,Executive,6.0,High,2.0,Cat_3,A,M_460689
3262,Yes,35,No,Healthcare,2.0,Low,1.0,Cat_6,A,F_462167
3263,Yes,37,Yes,Healthcare,0.0,Low,1.0,Cat_6,D,M_466752
3264,Yes,60,Yes,Entertainment,0.0,Low,,Cat_6,D,M_462778
3265,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,C,M_466902
3266,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,C,M_459534
3267,No,26,No,Marketing,3.0,Low,3.0,Cat_3,A,F_463399
3268,Yes,62,No,,7.0,High,2.0,Cat_6,D,M_465538
3269,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D,M_464878
3270,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D,F_467599
3271,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6,C,F_466226
3272,No,31,No,Doctor,0.0,Low,4.0,Cat_6,D,F_463576
3273,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_4,C,M_464911
3274,Yes,62,,Lawyer,8.0,Low,5.0,Cat_6,A,F_466457
3275,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,B,F_463909
3276,Yes,73,Yes,Lawyer,1.0,Low,1.0,Cat_6,B,F_466099
3277,Yes,62,Yes,Doctor,1.0,Average,4.0,Cat_3,C,M_464427
3278,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,A,M_463951
3279,Yes,51,Yes,Artist,,Low,,Cat_3,C,F_465638
3280,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6,A,M_465289
3281,Yes,66,,Executive,0.0,High,2.0,Cat_6,B,M_466718
3282,No,27,Yes,Marketing,1.0,Low,2.0,Cat_3,A,M_464219
3283,Yes,87,No,Executive,1.0,Low,2.0,Cat_6,A,M_467098
3284,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_1,A,F_467451
3285,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6,C,M_465137
3286,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3,A,M_462289
3287,Yes,40,Yes,Executive,,High,5.0,Cat_6,B,M_467459
3288,No,32,Yes,Doctor,7.0,Low,,Cat_2,A,F_460308
3289,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6,D,M_467647
3290,No,39,Yes,Doctor,4.0,Low,3.0,Cat_6,C,M_459803
3291,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6,D,F_465972
3292,No,39,Yes,,8.0,Low,,Cat_6,C,F_459414
3293,No,28,No,Entertainment,1.0,Low,,Cat_3,A,M_466173
3294,Yes,69,Yes,Artist,0.0,Average,3.0,Cat_6,A,M_464136
3295,No,42,Yes,Artist,0.0,Low,1.0,Cat_6,D,F_459286
3296,Yes,46,Yes,Engineer,1.0,Low,1.0,Cat_6,D,F_463580
3297,No,23,No,Marketing,3.0,Low,3.0,Cat_6,C,F_466636
3298,No,45,Yes,Artist,1.0,Low,5.0,Cat_6,C,M_461064
3299,Yes,38,Yes,Doctor,1.0,Average,4.0,Cat_6,B,F_461597
3300,Yes,71,No,Lawyer,1.0,High,3.0,Cat_6,D,F_458990
3301,No,26,No,Doctor,0.0,Low,2.0,Cat_6,D,F_461351
3302,Yes,60,Yes,Artist,8.0,High,2.0,Cat_6,C,F_464420
3303,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_6,C,F_462060
3304,Yes,39,Yes,Entertainment,1.0,Average,4.0,Cat_3,C,M_465707
3305,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D,F_463733
3306,Yes,26,Yes,Doctor,1.0,Average,2.0,Cat_7,A,M_463960
3307,Yes,53,Yes,Artist,1.0,High,2.0,Cat_6,D,M_462395
3308,Yes,40,Yes,Entertainment,1.0,Average,2.0,Cat_3,C,M_461015
3309,Yes,76,No,Executive,,Low,7.0,Cat_4,D,M_464965
3310,Yes,26,Yes,Entertainment,0.0,Average,3.0,Cat_3,A,M_466267
3311,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,C,F_464056
3312,No,37,Yes,Artist,12.0,Low,2.0,Cat_6,A,F_465898
3313,No,25,No,Healthcare,0.0,Low,4.0,Cat_3,C,M_465361
3314,No,21,No,Engineer,0.0,Low,5.0,Cat_2,D,F_461394
3315,No,25,No,Healthcare,0.0,Low,4.0,Cat_2,D,F_466269
3316,No,23,No,Healthcare,4.0,Low,5.0,Cat_6,D,M_466213
3317,No,30,Yes,Healthcare,1.0,Low,6.0,Cat_3,D,F_465550
3318,No,30,No,Doctor,0.0,Low,4.0,Cat_6,D,F_463451
3319,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,A,M_463877
3320,Yes,81,No,Lawyer,,High,2.0,Cat_6,D,F_459499
3321,Yes,49,Yes,Entertainment,1.0,Average,5.0,Cat_6,C,M_463876
3322,No,32,No,Healthcare,0.0,Low,3.0,Cat_2,A,M_465448
3323,Yes,43,Yes,Artist,,Average,4.0,Cat_2,B,F_463041
3324,Yes,26,No,Executive,9.0,High,4.0,Cat_6,D,M_459325
3325,No,67,No,Artist,1.0,Low,2.0,Cat_6,B,F_467233
3326,Yes,88,No,Executive,0.0,Low,1.0,Cat_6,A,M_465264
3327,No,40,Yes,Healthcare,8.0,Low,4.0,Cat_2,D,F_461811
3328,,48,Yes,Artist,0.0,Low,4.0,Cat_2,C,F_466370
3329,No,18,No,Healthcare,7.0,Low,3.0,Cat_1,D,M_465368
3330,Yes,39,Yes,,5.0,Average,3.0,Cat_6,A,M_461245
3331,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6,B,M_467693
3332,Yes,51,Yes,Artist,,High,4.0,Cat_6,C,F_467879
3333,Yes,25,No,Engineer,0.0,Average,2.0,Cat_4,A,F_461499
3334,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,B,M_465936
3335,Yes,46,No,Executive,0.0,High,2.0,Cat_6,C,M_459748
3336,Yes,53,No,Homemaker,2.0,High,3.0,Cat_6,B,F_466376
3337,Yes,48,Yes,Entertainment,9.0,Low,1.0,Cat_6,D,M_460215
3338,Yes,75,Yes,Lawyer,1.0,Low,2.0,Cat_6,D,M_462076
3339,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,D,M_465756
3340,No,29,No,Doctor,1.0,Low,2.0,Cat_6,D,M_463573
3341,Yes,46,No,Artist,0.0,Low,2.0,Cat_6,B,M_463455
3342,No,61,Yes,Marketing,1.0,Low,1.0,Cat_6,D,F_460841
3343,No,37,No,Artist,1.0,Low,1.0,Cat_6,B,F_463959
3344,No,23,No,Healthcare,6.0,Low,5.0,Cat_2,D,F_461792
3345,No,21,No,Healthcare,,Low,8.0,Cat_6,D,M_459118
3346,No,33,No,Healthcare,7.0,Low,4.0,Cat_5,D,F_462791
3347,Yes,74,No,Executive,0.0,Low,,,D,M_460852
3348,No,41,No,Entertainment,0.0,Low,2.0,Cat_6,D,M_463102
3349,Yes,58,Yes,Engineer,,High,4.0,Cat_6,B,F_463302
3350,Yes,25,Yes,Entertainment,8.0,Average,2.0,Cat_6,A,M_462659
3351,No,33,No,Marketing,2.0,Low,3.0,Cat_6,D,M_463408
3352,Yes,43,No,Doctor,0.0,Low,2.0,Cat_6,A,M_462071
3353,Yes,25,No,Executive,1.0,Low,2.0,Cat_4,D,M_464806
3354,No,26,No,Engineer,0.0,Low,1.0,Cat_6,A,F_463664
3355,No,22,No,Healthcare,1.0,Low,5.0,Cat_6,D,M_467795
3356,Yes,28,No,Artist,0.0,Average,2.0,Cat_6,D,M_459141
3357,No,36,Yes,Entertainment,7.0,Low,1.0,Cat_6,A,F_465900
3358,No,28,No,Healthcare,1.0,Low,3.0,Cat_4,C,F_467265
3359,Yes,85,Yes,Artist,1.0,High,4.0,Cat_6,A,M_464490
3360,No,30,Yes,Entertainment,0.0,Low,,Cat_6,D,M_461920
3361,Yes,43,Yes,Healthcare,7.0,High,2.0,Cat_6,A,M_460411
3362,Yes,82,No,Executive,1.0,High,2.0,Cat_6,B,M_466491
3363,,48,Yes,Executive,,High,5.0,Cat_6,B,M_459062
3364,No,18,No,Healthcare,3.0,Low,3.0,Cat_2,D,F_465248
3365,Yes,53,Yes,Engineer,1.0,Low,2.0,Cat_3,A,M_463308
3366,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,B,M_463478
3367,Yes,39,No,Engineer,9.0,Average,6.0,Cat_4,D,F_465396
3368,Yes,35,No,Engineer,2.0,Average,6.0,Cat_2,B,F_461954
3369,No,28,Yes,Entertainment,,Low,3.0,Cat_4,D,M_467287
3370,No,33,Yes,Engineer,1.0,Low,3.0,Cat_6,A,F_463800
3371,Yes,35,Yes,Healthcare,1.0,Low,3.0,Cat_6,C,F_459894
3372,Yes,48,Yes,Entertainment,0.0,Average,4.0,Cat_6,B,M_459778
3373,Yes,50,Yes,Artist,1.0,High,3.0,Cat_4,C,F_464662
3374,Yes,47,No,Entertainment,0.0,Average,4.0,Cat_6,C,M_460878
3375,No,50,Yes,Artist,4.0,Low,1.0,Cat_6,C,F_462187
3376,Yes,56,Yes,Artist,,Low,4.0,Cat_3,A,M_462675
3377,No,26,No,Healthcare,10.0,Low,1.0,Cat_6,D,F_461908
3378,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D,M_461951
3379,Yes,61,Yes,Entertainment,1.0,Average,4.0,Cat_6,C,M_465352
3380,Yes,88,No,Lawyer,0.0,High,2.0,Cat_6,B,F_464258
3381,No,72,No,Marketing,1.0,Low,2.0,Cat_6,D,M_464215
3382,Yes,61,Yes,Artist,1.0,Low,2.0,Cat_6,B,M_467561
3383,Yes,45,No,Engineer,8.0,Low,,Cat_6,A,F_460322
3384,Yes,51,No,Engineer,1.0,Average,5.0,Cat_4,B,F_464665
3385,No,42,Yes,Artist,6.0,Low,2.0,Cat_3,B,M_460670
3386,Yes,59,No,Entertainment,8.0,Average,3.0,Cat_6,C,M_461486
3387,No,45,Yes,Healthcare,4.0,Low,1.0,Cat_6,A,F_459526
3388,Yes,68,Yes,Artist,,Average,3.0,Cat_6,C,F_465429
3389,Yes,85,Yes,Lawyer,0.0,High,2.0,Cat_6,A,F_466492
3390,Yes,46,Yes,Doctor,1.0,Average,4.0,Cat_6,B,M_459489
3391,Yes,32,Yes,Artist,0.0,Average,2.0,Cat_6,B,F_459681
3392,Yes,70,Yes,Engineer,0.0,Low,1.0,Cat_6,C,F_462971
3393,Yes,37,Yes,Entertainment,,Low,,Cat_3,D,M_461233
3394,No,30,No,Marketing,1.0,Low,4.0,Cat_6,B,F_461221
3395,No,33,Yes,Engineer,1.0,Low,2.0,Cat_6,A,F_464090
3396,Yes,61,No,Healthcare,,Low,3.0,Cat_6,A,M_459863
3397,No,37,Yes,Engineer,0.0,Low,1.0,Cat_4,D,F_459822
3398,Yes,32,Yes,Entertainment,6.0,Low,2.0,Cat_2,B,M_462540
3399,Yes,52,Yes,Artist,0.0,High,2.0,Cat_6,B,M_467411
3400,Yes,42,No,Entertainment,0.0,Average,3.0,Cat_6,B,F_463997
3401,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6,B,M_464103
3402,Yes,52,Yes,Artist,9.0,Low,2.0,Cat_6,C,F_465751
3403,Yes,66,Yes,Entertainment,0.0,Average,3.0,Cat_6,C,M_459797
3404,No,28,No,Engineer,,Low,6.0,Cat_6,C,F_460798
3405,Yes,47,Yes,Marketing,1.0,Low,1.0,Cat_6,D,F_464572
3406,Yes,52,Yes,Entertainment,1.0,Average,3.0,Cat_6,B,M_462352
3407,No,27,No,Healthcare,2.0,Low,4.0,Cat_3,D,M_460513
3408,Yes,56,Yes,Artist,0.0,Average,5.0,Cat_6,B,F_463228
3409,Yes,53,No,Engineer,7.0,Average,6.0,Cat_4,A,F_464765
3410,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_4,B,F_463720
3411,No,37,No,Homemaker,1.0,Low,1.0,Cat_1,D,F_460799
3412,Yes,36,No,Artist,2.0,Average,4.0,Cat_3,C,F_460891
3413,No,25,Yes,Entertainment,2.0,Low,3.0,Cat_1,D,M_460311
3414,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,B,F_466727
3415,Yes,72,Yes,Homemaker,9.0,Low,,,A,M_466157
3416,No,35,Yes,Entertainment,1.0,Low,3.0,Cat_3,A,M_465138
3417,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,B,F_466361
3418,Yes,31,No,Artist,1.0,Low,4.0,Cat_6,D,F_463154
3419,Yes,47,No,Entertainment,4.0,Average,3.0,Cat_6,B,M_462967
3420,No,20,No,Healthcare,7.0,Low,3.0,Cat_6,D,M_460908
3421,Yes,73,Yes,Lawyer,1.0,Low,2.0,Cat_6,B,F_467560
3422,Yes,29,No,Doctor,,High,2.0,Cat_3,B,M_463404
3423,Yes,25,No,Entertainment,3.0,Average,2.0,Cat_3,D,M_463281
3424,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6,C,M_462466
3425,No,27,Yes,Artist,1.0,Low,6.0,Cat_6,C,F_463744
3426,Yes,52,Yes,Executive,1.0,Average,4.0,Cat_2,C,M_464209
3427,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_6,C,F_462528
3428,Yes,60,,,,Average,4.0,Cat_6,B,M_459518
3429,No,45,Yes,Marketing,0.0,Low,1.0,Cat_3,D,M_460061
3430,Yes,59,Yes,Artist,4.0,Low,1.0,Cat_4,B,M_466188
3431,No,18,No,Healthcare,8.0,Low,5.0,Cat_6,D,F_467914
3432,No,18,No,Healthcare,0.0,Low,3.0,Cat_6,D,M_462758
3433,Yes,55,No,Artist,1.0,Low,1.0,Cat_6,C,M_465704
3434,No,59,Yes,Entertainment,1.0,Low,1.0,Cat_6,A,F_460397
3435,No,22,No,Healthcare,0.0,Low,2.0,Cat_6,D,M_466676
3436,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6,C,M_465024
3437,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C,M_461630
3438,Yes,35,No,Executive,0.0,High,5.0,Cat_6,A,M_465328
3439,No,26,No,Executive,8.0,Low,3.0,Cat_6,D,F_461220
3440,Yes,38,Yes,Entertainment,1.0,Average,2.0,Cat_6,C,M_463935
3441,Yes,43,Yes,Doctor,1.0,Low,4.0,Cat_3,A,M_460514
3442,No,41,Yes,Entertainment,1.0,Low,2.0,Cat_3,A,M_466262
3443,No,27,No,Homemaker,8.0,Low,,Cat_4,D,F_467094
3444,Yes,60,Yes,,0.0,Low,1.0,Cat_6,B,M_459280
3445,No,25,No,Doctor,,Low,4.0,Cat_6,D,F_464581
3446,No,18,No,Healthcare,,Low,5.0,Cat_4,D,M_459624
3447,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_3,C,M_460890
3448,Yes,71,No,Marketing,1.0,Low,1.0,Cat_6,D,M_466415
3449,No,32,Yes,Entertainment,1.0,Low,3.0,Cat_6,A,F_462392
3450,Yes,60,Yes,Entertainment,1.0,Average,3.0,Cat_6,C,M_459706
3451,No,33,Yes,Healthcare,0.0,Low,,Cat_6,B,F_464429
3452,No,37,Yes,Artist,9.0,Low,1.0,Cat_2,A,F_467446
3453,Yes,48,Yes,Homemaker,9.0,Low,1.0,Cat_3,C,M_460528
3454,,33,No,Engineer,7.0,High,5.0,Cat_4,D,F_464836
3455,Yes,68,Yes,Artist,1.0,Average,2.0,Cat_6,C,F_459212
3456,Yes,51,No,Artist,0.0,Low,3.0,Cat_6,A,M_462364
3457,Yes,52,Yes,Executive,1.0,Low,4.0,Cat_6,C,M_464549
3458,Yes,31,Yes,Marketing,13.0,High,4.0,Cat_4,D,M_464555
3459,No,39,No,Engineer,1.0,Low,1.0,Cat_6,A,M_462027
